LINC01342,0.0038839579,0.0,0.008449316,0.0,0.025252597,0.0,0.0,0.0,0.0,0.0,0.0
TNFRSF18,0.0,0.054589897,0.033459105,0.18733647,0.032399844,0.0,0.020585474,0.019575503,0.0,0.0,0.0
TNFRSF4,0.017272081,0.032041483,0.12279868,0.05067631,0.016124558,0.0,0.0,0.01628308,0.0,0.0,0.0
SDF4,0.096010745,0.20244567,0.18749855,0.32893077,0.14586721,0.122283414,0.07510709,0.11943703,0.11750875,0.02253441,0.053153675
B3GALT6,0.0031599512,0.010985443,0.034625698,0.086855195,0.06415101,0.025370587,0.059289046,0.009877198,0.043888137,0.0,0.02105587
C1QTNF12,0.0,0.0,0.0,0.0,0.0050482797,0.0039484994,0.03765964,0.009656759,0.010862409,0.0,0.0
UBE2J2,0.11730324,0.15454383,0.09482007,0.08035784,0.06979736,0.112325825,0.08221848,0.08453318,0.07922237,0.0,0.053153675
LINC01786,0.011376074,0.009422692,0.0,0.0,0.005561589,0.0028894264,0.0,0.0,0.008845676,0.0,0.0
SCNN1D,0.004552683,0.006990593,0.005367595,0.0,0.0,0.0,0.0,0.01003471,0.0,0.0,0.0
ACAP3,0.050810993,0.0365782,0.02775175,0.047421172,0.06253899,0.09779472,0.10301591,0.056776732,0.039384652,0.0,0.0
PUSL1,0.008355534,0.012446786,0.0,0.0,0.0052235927,0.009572646,0.0,0.006087457,0.011809506,0.0,0.0
INTS11,0.085925356,0.03217134,0.06481218,0.108550645,0.060866542,0.05005792,0.0742116,0.13151829,0.08442415,0.0,0.0
CPTP,0.0267405,0.018314326,0.020465937,0.022826543,0.027608152,0.009770424,0.025034882,0.018551417,0.02208893,0.025781794,0.0
DVL1,0.025767656,0.0,0.025292717,0.024210092,0.011879304,0.017202068,0.01660659,0.027038127,0.012057852,0.0,0.0
AURKAIP1,0.05937823,0.108318806,0.06335108,0.13641481,0.03675688,0.048541043,0.06324654,0.09513629,0.10919857,0.0,0.02105587
CCNL2,0.24616697,0.29655918,0.30073097,0.2908296,0.24762845,0.23483998,0.38955978,0.28145942,0.21128301,0.02587492,0.0
MRPL20-AS1,0.019911142,0.0070102927,0.014167159,0.007192708,0.022375025,0.010861118,0.010283771,0.019157726,0.03578934,0.0,0.0
MRPL20,0.1897935,0.25965318,0.21424603,0.2262765,0.19924265,0.15751415,0.24971133,0.18939823,0.15644264,0.0,0.045825146
AL391244.2,0.004363562,0.0,0.0,0.0069036214,0.0050626015,0.002178459,0.013768163,0.0,0.0074164188,0.0,0.0
ATAD3C,0.010264298,0.010131984,0.011142854,0.015639143,0.0,0.005176404,0.0,0.012330103,0.007854601,0.0,0.122405395
ATAD3B,0.06217297,0.062723376,0.06548279,0.0410343,0.026217803,0.023409154,0.06569351,0.05874285,0.046219405,0.02114373,0.0
ATAD3A,0.022738663,0.009635075,0.030204352,0.036185026,0.022795284,0.043233845,0.02490738,0.049814,0.025267867,0.0,0.0
SSU72,0.14896123,0.14658843,0.19555213,0.14571999,0.06415543,0.17026244,0.12378632,0.1423469,0.1832974,0.01597872,0.120041184
AL645728.1,0.029505918,0.04658752,0.03982556,0.0,0.016530918,0.06581363,0.024114836,0.059800636,0.06516432,0.0,0.0
FNDC10,0.0,0.0,0.017089099,0.0,0.0,0.0033009253,0.012485941,0.0,0.0,0.0,0.0
AL691432.4,0.003311533,0.00584681,0.0,0.0,0.0,0.014373829,0.009244807,0.014902588,0.0,0.0,0.0
AL691432.2,0.021681283,0.0,0.005344971,0.0,0.0,0.013251385,0.017097391,0.009500569,0.0,0.0,0.0
MIB2,0.04252376,0.06919527,0.027007155,0.14949992,0.018371318,0.048654746,0.07089917,0.068794,0.029484503,0.0,0.0
MMP23B,0.0075079137,0.0045969784,0.0,0.08915452,0.004804876,0.0013205211,0.010986263,0.03185891,0.0,0.0,0.0
CDK11B,0.20246093,0.27207327,0.26888883,0.33349863,0.2450927,0.27792937,0.36363176,0.26187596,0.26920906,0.01597872,0.0
FO704657.1,0.008751514,0.0060282885,0.021541644,0.006280877,0.005834536,0.003962372,0.0,0.0,0.009833409,0.0,0.0
SLC35E2B,0.16507435,0.20630273,0.17979944,0.10818863,0.12399633,0.0988242,0.10136312,0.13782385,0.045889847,0.0,0.0
CDK11A,0.26188484,0.25738415,0.29667458,0.34605545,0.27341157,0.3082926,0.3055581,0.5212977,0.20533578,0.0,0.09897882
SLC35E2A,0.06809477,0.14692065,0.13485739,0.058424287,0.1045943,0.08006926,0.10534915,0.077099204,0.057484586,0.0,0.0
NADK,0.09559034,0.10011468,0.05929068,0.1326162,0.13895008,0.35726875,0.2148935,0.060166463,0.37522313,0.0,0.27720487
GNB1,0.52435386,0.8178975,0.73376125,0.7599212,0.6644406,0.9662571,0.98133075,0.78317463,1.049786,0.13881555,0.29096693
CFAP74,0.008201061,0.009186009,0.0,0.0,0.0,0.0017049286,0.0113413995,0.0,0.0,0.0,0.0
PRKCZ,0.059121896,0.17762573,0.12534802,0.11127036,0.08907876,0.045848187,0.10243627,0.0928399,0.008396064,0.0,0.0
AL590822.2,0.0,0.0,0.006012195,0.0,0.0,0.01154295,0.0,0.0,0.01794828,0.0,0.0
FAAP20,0.064242095,0.08464247,0.03249002,0.05793713,0.049602095,0.053169616,0.07760961,0.04575051,0.022977687,0.0,0.0
AL590822.1,0.0,0.0,0.0,0.0,0.006379489,0.0102150915,0.0,0.0,0.0,0.0,0.0
SKI,0.35977477,0.17935196,0.31904677,0.15401006,0.24514167,0.17202139,0.23722546,0.2309304,0.27606735,0.0,0.045825146
MORN1,0.03741052,0.027705275,0.006426366,0.053286374,0.04118601,0.019972116,0.04390527,0.027921489,0.043208472,0.0,0.0
AL513477.2,0.0,0.0,0.007623797,0.0,0.0,0.0015281267,0.0,0.0,0.016347669,0.0,0.0
RER1,0.21448073,0.1747867,0.23383842,0.24989176,0.17978618,0.21312112,0.30866385,0.22462457,0.36144757,0.0,0.06763622
PEX10,0.031122582,0.05683337,0.022537038,0.0,0.0590542,0.037901416,0.025035076,0.014902588,0.035246357,0.0,0.12646064
PLCH2,0.016875567,0.053991042,0.036449715,0.07878432,0.0077043576,0.0,0.00820255,0.03184556,0.0,0.0,0.0
PANK4,0.03033571,0.0,0.027440857,0.07471376,0.005914662,0.023241784,0.03040051,0.030661244,0.047061875,0.0,0.0
AL139246.5,0.01724952,0.0,0.024067333,0.035899617,0.009189453,0.024138607,0.034674652,0.023196405,0.069297604,0.01597872,0.0
TNFRSF14-AS1,0.021687524,0.038224574,0.03161935,0.04004637,0.029152164,0.0114834905,0.01957573,0.056548756,0.052922815,0.023927202,0.03518102
TNFRSF14,0.21179162,0.17814699,0.20779452,0.2584371,0.17147662,0.31764856,0.1537464,0.18774825,0.42742416,0.0,0.02105587
AL139246.3,0.006167118,0.0,0.010637595,0.0,0.005919088,0.0,0.0,0.0,0.008845676,0.0,0.0
PRXL2B,0.018190535,0.0,0.007095504,0.011716891,0.013075257,0.0062806285,0.0,0.037020326,0.0,0.0,0.0
MMEL1,0.004756809,0.0,0.0047590705,0.0,0.006890597,0.001950865,0.0,0.0,0.0,0.0,0.0
TTC34,0.01883367,0.0,0.019729026,0.0103783095,0.015543399,0.011970204,0.02684832,0.0,0.0,0.0,0.0
PRDM16,0.0038627463,0.0,0.0,0.0,0.00790709,0.0053009465,0.007981703,0.0,0.0,0.0,0.14810152
MEGF6,0.09268244,0.022278612,0.08796726,0.0071523935,0.054990064,0.0098883305,0.07010229,0.0,0.0,0.0,0.0
TPRG1L,0.039670438,0.06711892,0.056329094,0.03345391,0.02485422,0.022073513,0.022545803,0.028039321,0.03308116,0.0,0.111874394
WRAP73,0.05634368,0.07631807,0.05449551,0.09496657,0.04190194,0.065868095,0.07815148,0.068495885,0.06852705,0.0,0.0
TP73,0.0031354371,0.0,0.0057451297,0.008623753,0.004729865,0.004728642,0.007030415,0.0,0.0,0.0,0.0
LRRC47,0.06422236,0.047727786,0.06379972,0.03714413,0.03179622,0.0417022,0.03717933,0.05693357,0.0757619,0.0,0.053153675
CEP104,0.15513602,0.12260519,0.13486081,0.26474652,0.14241235,0.16631918,0.21937986,0.1757788,0.12018135,0.0,0.0
DFFB,0.073342904,0.048124272,0.07333274,0.06830906,0.054178003,0.041537967,0.11248067,0.07728125,0.07076788,0.0,0.0
C1orf174,0.063387714,0.04106182,0.038369216,0.13300669,0.039736714,0.0464096,0.04641568,0.09574442,0.06251924,0.039980877,0.0
LINC01134,0.0,0.0,0.0,0.0,0.0,0.0042620315,0.004872439,0.0,0.010077402,0.0,0.0
AJAP1,0.022633016,0.029308544,0.0,0.0,0.0020517425,0.0,0.108501375,0.0,0.0154941995,0.0,0.0
Z98886.1,0.007645202,0.0,0.0,0.0,0.0,0.0015281267,0.0,0.0,0.012331375,0.0,0.0
AL365255.1,0.01675518,0.018553765,0.043312587,0.018778503,0.0034602603,0.0023769052,0.0,0.0075103967,0.0069118175,0.0,0.32197368
NPHP4,0.057733186,0.042585745,0.05831359,0.045838952,0.06334086,0.112160444,0.056590147,0.045563146,0.08218131,0.0,0.1491834
KCNAB2,0.4303368,0.48247617,0.490938,0.43400103,0.28278556,0.57619125,0.7823978,0.76855886,0.5087436,0.03802476,0.0
CHD5,0.003968866,0.0,0.011457293,0.0,0.0,0.004618338,0.013238821,0.0,0.056241974,0.0,0.13922316
RPL22,0.7523569,0.6441121,0.6444493,0.51764965,0.631275,0.42715806,0.8678464,0.6048713,0.46324298,0.3444575,0.8435458
RNF207,0.004221947,0.021161526,0.043280456,0.0,0.0026205834,0.0014730577,0.0,0.011170211,0.11400462,0.0,0.0
ICMT,0.022718053,0.006098475,0.03739668,0.026562076,0.008289898,0.016711334,0.02540432,0.04773593,0.035163715,0.0,0.0
GPR153,0.0033196537,0.009751974,0.0047744145,0.014848584,0.0,0.0,0.004872439,0.014017532,0.07031363,0.0,0.0
ACOT7,0.031520642,0.0,0.05732787,0.034303002,0.013552437,0.016492588,0.051134054,0.052870173,0.04654309,0.0,0.25725007
AL031848.2,0.015880443,0.019144785,0.014327798,0.0062236567,0.00523769,0.00479592,0.010986263,0.0,0.0,0.0,0.0
HES2,0.0017015997,0.0,0.0,0.0,0.0,0.006336716,0.0,0.0,0.0,0.0,0.0
ESPN,0.0026156006,0.008531804,0.005766744,0.0,0.0,0.0044576004,0.007030415,0.019873608,0.0,0.0,0.0
TNFRSF25,0.41543233,0.51080143,0.47294268,0.09383339,0.018361554,0.0033129267,0.11313076,0.18261766,0.017383773,0.0,0.0
PLEKHG5,0.011205088,0.020314679,0.042777102,0.0,0.0,0.0014730577,0.0,0.0,0.0,0.0,0.0
NOL9,0.18887076,0.1693168,0.17717645,0.10284125,0.09929831,0.08605173,0.20390601,0.103855886,0.07749538,0.041383784,0.076365344
TAS1R1,0.0035588387,0.010338907,0.011239285,0.0063834595,0.006353827,0.014696902,0.0,0.0,0.0,0.0,0.0
ZBTB48,0.032607984,0.06861919,0.058218136,0.02396978,0.09482805,0.10866373,0.12818941,0.07310609,0.17284389,0.0,0.0
KLHL21,0.052139897,0.06923321,0.036875125,0.12371816,0.0294805,0.08776137,0.10956441,0.067820154,0.08794959,0.0,0.13922316
PHF13,0.010659177,0.0,0.0076683993,0.01719221,0.007658494,0.011235951,0.013893388,0.042593494,0.036504842,0.0,0.0
THAP3,0.017009337,0.019318555,0.05793867,0.028076116,0.009544031,0.013955526,0.0113413995,0.018095944,0.008653372,0.0,0.0
DNAJC11,0.12634566,0.1520919,0.14101061,0.13549389,0.17061034,0.13746956,0.17515475,0.13291946,0.20305347,0.03363833,0.0
AL591163.1,0.00634991,0.0,0.0,0.0031700472,0.0072042514,0.0010085261,0.010742029,0.0,0.0,0.0,0.0
CAMTA1-DT,0.010547323,0.0,0.0060827946,0.045135725,0.031638663,0.038991846,0.031500995,0.0,0.041074082,0.0,0.0
CAMTA1,0.33392504,0.4388011,0.5064652,0.31360772,0.4509581,0.47931436,0.55606383,0.3747097,0.26815334,0.0,0.5898755
VAMP3,0.039947506,0.07939653,0.07067688,0.08429268,0.06901038,0.15243438,0.115465,0.11338203,0.13382556,0.0,0.2879421
Z98884.2,0.00518519,0.0,0.0,0.0,0.0,0.0040040733,0.020162443,0.0,0.0,0.0,0.0
PER3,0.082481265,0.15360463,0.070291124,0.121429004,0.03530509,0.053883877,0.059796903,0.12126765,0.09695202,0.0,0.09720989
Z98884.1,0.043847397,0.040049314,0.023238938,0.020320203,0.0050626015,0.03338547,0.032293156,0.04821881,0.018273812,0.0,0.02105587
UTS2,0.0,0.0062825806,0.0,0.0,0.0,0.0,0.0,0.027073268,0.0,0.0,0.0
TNFRSF9,0.0,0.00920666,0.0036523775,0.011564822,0.0,0.010892178,0.0,0.07809171,0.0,0.0,0.0
PARK7,0.15390572,0.18885396,0.13977213,0.17827117,0.100442484,0.08707506,0.27743545,0.20191622,0.090645954,0.043090306,0.15036356
AL034417.4,0.008634374,0.0,0.0,0.016908092,0.0,0.011660367,0.010986263,0.0,0.007704447,0.0,0.0
AL034417.3,0.007295571,0.01237539,0.0,0.0,0.01060168,0.0013968012,0.0,0.01512631,0.0,0.0,0.0
ERRFI1,0.01730997,0.0,0.0,0.02206301,0.0070419353,0.014409369,0.0,0.016838765,0.009205016,0.0,0.0
AL034417.2,0.0034392057,0.0,0.0,0.0070940494,0.0,0.002736124,0.0,0.0,0.01028222,0.0,0.12208589
SLC45A1,0.0075446316,0.0,0.007852129,0.012659897,0.0,0.004493824,0.008589468,0.0,0.010862409,0.0,0.0
RERE,1.398041,1.0575274,1.3066235,1.1905067,2.013994,1.2355275,1.6417404,1.1954666,1.601329,0.03607107,0.40648738
RERE-AS1,0.012321276,0.024918148,0.017939912,0.022324935,0.04385982,0.015018977,0.0,0.0,0.008720915,0.0,0.0
ENO1,0.19329485,0.27282462,0.23788679,0.2942239,0.22101419,0.36312783,0.4957796,0.3671644,0.38069817,0.08260894,0.27423507
ENO1-AS1,0.0,0.0,0.0,0.0,0.011080612,0.0053216172,0.011065006,0.010642494,0.0,0.0,0.0
CA6,0.3826697,0.016353738,0.032782424,0.0031700472,0.0,0.0020781355,0.06572753,0.0155990925,0.009560645,0.0,0.122405395
SLC2A5,0.004341554,0.0,0.011198629,0.0,0.03976176,0.0028908427,0.008589468,0.0,0.018088566,0.02913739,0.053153675
GPR157,0.011611057,0.0,0.022299802,0.008629276,0.022753209,0.015111153,0.03226261,0.008381834,0.035040222,0.0,0.0
MIR34AHG,0.0,0.0,0.015854057,0.0,0.0071267635,0.0018361835,0.0117411995,0.0,0.021255288,0.0,0.26034525
LNCTAM34A,0.0,0.0,0.0033785675,0.0,0.0073477966,0.0017937302,0.0,0.0,0.0,0.0,0.0
H6PD,0.048465885,0.11124809,0.06739311,0.083845206,0.07372108,0.11183422,0.07510112,0.13112658,0.1758601,0.0,0.13082759
SPSB1,0.015445728,0.01653765,0.078390166,0.027973939,0.017005617,0.024084236,0.0,0.037223324,0.0,0.0,0.24599111
SLC25A33,0.087486096,0.08630843,0.04939993,0.056141313,0.054540332,0.2521858,0.2568431,0.04497282,0.22372994,0.04511611,0.0
TMEM201,0.0,0.0,0.01001684,0.009452334,0.007015506,0.011849227,0.007342664,0.0,0.016703866,0.0,0.0
PIK3CD,0.96063006,0.6919803,0.8001435,0.5856946,0.5895277,0.6627113,0.7408256,0.4778569,0.66958326,0.098675445,0.16502807
PIK3CD-AS2,0.15300441,0.08308899,0.123087496,0.13019474,0.06267973,0.07195279,0.08061686,0.06722883,0.078435786,0.028211663,0.0
CLSTN1,0.2570177,0.2710635,0.35628825,0.33065817,0.28740874,0.22305048,0.23907797,0.30737543,0.17730156,0.045009933,0.111874394
CTNNBIP1,0.038937073,0.07717687,0.053087864,0.19439065,0.06530829,0.17054565,0.18133426,0.063370086,0.091875136,0.0,0.0
AL357140.4,0.01386848,0.0,0.0,0.015127862,0.0072042514,0.007158857,0.0,0.0,0.008248579,0.0,0.0
LZIC,0.07103632,0.10931865,0.14319858,0.08604616,0.10157872,0.048869137,0.13519093,0.086889334,0.07209055,0.021594565,0.0
NMNAT1,0.0373258,0.03618001,0.025239946,0.013492178,0.055452473,0.05889591,0.042364035,0.024833173,0.020444294,0.04993546,0.0
RBP7,0.0,0.0,0.0,0.0,0.00611495,0.064256065,0.011140695,0.0,0.020692874,0.023361111,0.12424521
UBE4B,0.36338335,0.35356012,0.3967574,0.37330604,0.42243466,0.5523496,0.45415878,0.4487008,0.38671306,0.028340895,0.22219075
KIF1B,0.12982963,0.21508165,0.25235835,0.16546664,0.16053188,0.7413912,0.59270763,0.41547212,0.69454116,0.0,0.28032023
AL139424.3,0.0,0.0,0.0,0.0,0.0,0.007829957,0.004872439,0.0,0.0,0.0,0.0
AL139424.2,0.0058118845,0.0,0.0,0.0,0.003824881,0.0,0.0,0.0,0.0071930774,0.0,0.0
PGD,0.034841806,0.040821265,0.038437102,0.05848252,0.026560903,0.25560507,0.1667866,0.054474093,0.13424052,0.030360006,0.0
CENPS,0.0041661714,0.0,0.0059457435,0.027517285,0.0,0.0062904814,0.019114656,0.0,0.010190696,0.0,0.0
CORT,0.0,0.0,0.0059457435,0.0,0.0,0.0,0.0,0.010601965,0.0112238275,0.0,0.0
DFFA,0.06848197,0.059485216,0.08409223,0.037077796,0.118385784,0.0849741,0.15341337,0.09517804,0.07344204,0.0,0.0
PEX14,0.5136167,0.3838285,0.41139537,0.33850107,0.31373706,0.28032482,0.423532,0.4125567,0.25530106,0.027456433,0.27428883
AL139423.2,0.02506966,0.008531804,0.01483194,0.01566642,0.00794603,0.008351706,0.010986263,0.020857105,0.008555232,0.0,0.0
CASZ1,0.02459163,0.0590071,0.043545518,0.1252664,0.044311993,0.010672701,0.011902854,0.14741883,0.0,0.0,0.122405395
AL139423.1,0.012105163,0.0,0.0,0.0,0.010741821,0.0022225045,0.0,0.0,0.0,0.0,0.0
C1orf127,0.0,0.0,0.0,0.0,0.0,0.011346996,0.013076686,0.0,0.0,0.0,0.0
TARDBP,0.29869702,0.28464276,0.30699322,0.24455817,0.27841538,0.25839934,0.5432329,0.1968497,0.24267522,0.0,0.0
MASP2,0.017663836,0.0,0.0035080712,0.0,0.0051765433,0.011121629,0.014508494,0.0,0.0067462334,0.0,0.0
AL109811.2,0.043554135,0.036096595,0.014221672,0.010136123,0.056135036,0.025152182,0.022483628,0.038292535,0.024458462,0.0,0.0
SRM,0.06327045,0.059735827,0.034943547,0.03591959,0.07019694,0.026192896,0.010283771,0.09368934,0.048318125,0.0,0.0
EXOSC10,0.15754332,0.16880468,0.18562357,0.12837644,0.16385572,0.120237365,0.19098115,0.20090847,0.10475432,0.0,0.0
AL109811.1,0.03178584,0.04863366,0.027858527,0.028515687,0.037469,0.015401799,0.08738313,0.011744614,0.023211252,0.0,0.0
MTOR,0.21913607,0.34015885,0.25099102,0.20531537,0.27375787,0.24265793,0.16075172,0.28197387,0.24110356,0.01877419,0.02105587
MTOR-AS1,0.0,0.009456471,0.019666737,0.0,0.014929339,0.010507245,0.014886869,0.0,0.0,0.0,0.0
ANGPTL7,0.0043610088,0.0,0.013058592,0.008392455,0.0,0.007801286,0.027238004,0.0,0.0,0.0,0.0
UBIAD1,0.08044767,0.042787377,0.0772309,0.028263189,0.07715559,0.035170365,0.04785526,0.032427967,0.07049304,0.0,0.0
FBXO2,0.003357683,0.018889327,0.010792196,0.063645825,0.013484393,0.0,0.011065006,0.0,0.0,0.0,0.0
FBXO44,0.061946437,0.065383814,0.046676263,0.07491241,0.0378069,0.012987632,0.010742029,0.041142967,0.0,0.0,0.0
FBXO6,0.023983894,0.031847615,0.0106944945,0.11553188,0.014748303,0.04622004,0.012102243,0.032506984,0.032228805,0.0,0.0
MAD2L2,0.01337597,0.020136815,0.017692573,0.052446395,0.021541364,0.010993301,0.08052125,0.049043402,0.025995325,0.0,0.0
DRAXIN,0.0031354371,0.0045969784,0.0027558552,0.11909336,0.0,0.0019041358,0.0,0.03134173,0.012819241,0.0,0.0
AGTRAP,0.085917406,0.097616695,0.091409564,0.36715996,0.061381206,0.24441838,0.15321964,0.16114673,0.26039732,0.0,0.02105587
C1orf167,0.0,0.0,0.0,0.0,0.0020517425,0.004421328,0.016968997,0.009431204,0.0,0.0,0.0
MTHFR,0.059171654,0.13480653,0.078440964,0.10248288,0.1383069,0.2705131,0.17060162,0.12418623,0.24336633,0.0,0.0
CLCN6,0.06818154,0.05554336,0.029662432,0.056604728,0.12277353,0.19714314,0.08058531,0.05124177,0.23992546,0.02114373,0.02105587
NPPA,0.0051555047,0.012650356,0.004081362,0.0,0.027546236,0.0098895645,0.017345369,0.0,0.060661417,0.0,0.0
AL021155.5,0.08389887,0.19895957,0.0725316,0.12960322,0.13122855,0.28419715,0.24462646,0.14498037,0.13462129,0.08577758,0.03518102
KIAA2013,0.06413993,0.05444167,0.04097559,0.12068304,0.06610447,0.081410594,0.1644571,0.06016358,0.09852093,0.0,0.0
PLOD1,0.0,0.01490991,0.0,0.10241516,0.024047157,0.105147995,0.048935063,0.021270234,0.05792841,0.01597872,0.02105587
MFN2,0.041650206,0.071580574,0.048830528,0.09260657,0.081450924,0.14598319,0.14559966,0.10140558,0.13625777,0.01597872,0.02105587
MIIP,0.021406984,0.026843589,0.03378977,0.04297209,0.037603345,0.06956174,0.090181194,0.022728913,0.14584494,0.04344433,0.0
TNFRSF8,0.005137438,0.008215953,0.0061756405,0.016891968,0.006153403,0.043916844,0.031547356,0.010642494,0.3224232,0.0,0.12208589
TNFRSF1B,0.15977298,0.26680523,0.39317602,0.5163785,0.24107477,1.3825374,0.77145165,0.4715045,2.3932412,0.17489135,0.34073675
VPS13D,0.6946019,0.84637916,0.76695144,0.59347034,0.66565305,0.8622854,0.79102457,0.9107392,0.6347926,0.0,0.31326357
DHRS3,0.2965125,0.1508619,0.21285471,0.38863343,0.020998908,0.004694723,0.15669519,0.08808729,0.020241812,0.0,0.0
PDPN,0.0,0.0,0.0,0.0,0.0077998433,0.002638663,0.0,0.0,0.0,0.0,0.13082759
PRDM2,0.89681375,0.88596165,0.93364114,0.93227416,1.5459094,0.81452453,1.0306388,0.9321182,0.9034542,0.04683674,0.09897882
KAZN,0.05200858,0.07090654,0.050225724,0.17729762,0.05773615,0.031804867,0.08441651,0.10044257,0.027030379,0.0,0.9815983
AL357873.1,0.0,0.0,0.0,0.005351691,0.0,0.002178459,0.0,0.011478226,0.0,0.0,0.0
KAZN-AS1,0.0,0.0,0.0,0.005351691,0.006507057,0.0,0.0,0.008315165,0.0,0.0,0.0
TMEM51,0.0,0.0,0.003932777,0.005351691,0.0021805172,0.053164214,0.04518844,0.0,0.046463005,0.0,0.0
FHAD1,0.0034524878,0.0062825806,0.008707305,0.06364001,0.0021805172,0.024591887,0.0,0.033639383,0.0,0.0,0.096029736
AL031283.2,0.0,0.0,0.0,0.007811656,0.0,0.0,0.0,0.02368354,0.0,0.0,0.0
AL031283.1,0.0,0.0,0.005324282,0.054819524,0.0,0.0041061016,0.0,0.0,0.0,0.0,0.0
EFHD2,0.06917578,0.23085389,0.095169716,0.79632795,0.1101207,0.39853325,0.40414992,0.5194562,0.4282571,0.043627452,0.1660086
CTRC,0.0,0.0,0.0052425093,0.0,0.0034602603,0.008229512,0.0,0.02051002,0.0,0.0,0.0
CELA2B,0.0,0.016736392,0.016738415,0.015638512,0.0,0.0094086025,0.022210944,0.007827054,0.0,0.0,0.21811563
CASP9,0.034597337,0.03255163,0.06399011,0.08451501,0.061809603,0.1934268,0.20058815,0.07685551,0.27865583,0.0,0.0
DNAJC16,0.15401863,0.13044858,0.14654358,0.086504556,0.16247682,0.14315943,0.22649346,0.13251457,0.06923765,0.0,0.0
AGMAT,0.043788,0.029784124,0.045255568,0.016276935,0.030814532,0.009514276,0.03918305,0.02014476,0.0067462334,0.0,0.0
AL121992.1,0.0,0.0,0.005344971,0.009331416,0.020856168,0.0018540535,0.018928887,0.0,0.0092023825,0.0,0.0
DDI2,0.18914667,0.21760966,0.21836296,0.08058841,0.24069993,0.173204,0.2688406,0.23845072,0.22958563,0.039202597,0.109382816
PLEKHM2,0.14172177,0.27460808,0.15835926,0.100872464,0.26160118,0.39726454,0.27869123,0.18731293,0.28935546,0.0,0.0
AL450998.3,0.0040827845,0.01835934,0.029103665,0.0,0.0117127355,0.022707615,0.017511327,0.0,0.030561373,0.0,0.0
SLC25A34,0.012665547,0.009504246,0.0032018325,0.0,0.0,0.014732525,0.0023847935,0.019720905,0.016436983,0.0,0.0
FBLIM1,0.0,0.0073136785,0.0032626202,0.0,0.008964844,0.004647529,0.027841803,0.0,0.0,0.0,0.15141942
UQCRHL,0.0044714357,0.0,0.0,0.0,0.014379945,0.0062564183,0.0,0.008043451,0.0,0.0,0.0
AL450998.2,0.08886657,0.048454545,0.071422994,0.036713667,0.06596684,0.13689604,0.21290386,0.10816588,0.08939294,0.0,0.0
SPEN,0.4242194,0.4872261,0.46496686,0.44903687,0.6144896,0.62688863,0.8338622,0.42202255,0.7263562,0.01877419,0.18328254
ZBTB17,0.06437344,0.057957232,0.08410706,0.026208121,0.13396628,0.100747496,0.15812789,0.090993,0.11206356,0.030292304,0.02105587
ARHGEF19,0.017492637,0.006140021,0.020618469,0.014337094,0.008814598,0.002989964,0.0,0.0,0.0077195554,0.0,0.0
AL109627.1,0.003428468,0.0,0.005277559,0.0,0.007872097,0.0016812761,0.010283771,0.0,0.0,0.0,0.0
